title,artist,nationality,gender,artist_birth_date,artist_death_date,artwork_begin_date,artwork_end_date,moma_department
PROCESSION,Jack Zajac,American,Male,1929,,1955,1955,Prints & Illustrated Books
"Variant of plate from page 21 (supplementary suite, plate 10) from DIALOGUES DES COURTISANES",Aristide Maillol,French,Male,1861,1944,1944,1948,Prints & Illustrated Books
"Cementerio de la Ciudad Abierta, Ritoque, Chile",Juan Baixas,Chilean,Male,1942,,1975,1975,Architecture & Design
Futurists (Futuryzje),Anatol Stern,Polish,Male,1899,1968,1919,1919,Architecture & Design
I-Ching Series,Walter William Barker,American,Male,1921,2004,1962,1962,Drawings
Untitled,Robert Barry,American,Male,1936,,1994,1994,Prints & Illustrated Books
Charles Street and West Street,Madoka Takagi,Japanese,Female,1956,2015,1989,1989,Photography
Luxembourg,Eugène Atget,French,Male,1857,1927,1899,1900,Photography
Banty Raids,Robert McKimson,American,Male,1910,1977,1963,1963,Film
Untitled,Garry Winogrand,American,Male,1928,1984,1954,1954,Photography
of all people,Sheela Gowda,Indian,Female,1957,,2011,2011,Painting & Sculpture
In-text plate (page 43) from PARLER SEUL,Joan Miró,Spanish,Male,1893,1983,1948,1950,Prints & Illustrated Books
"Gericke House, Project, Berlin-Wannsee (Preliminary perspective sketch)",Ludwig Mies van der Rohe,American,Male,1886,1969,1932,1932,Architecture & Design
Music of Chopin Performed on the Reversed Piano,Evan Holloway,American,Male,1967,,2000,2000,Prints & Illustrated Books
"Progressive proof of first 6 colors for Plate 8 (supplementary suite, plate 103) from FOUR TALES FROM THE ARABIAN NIGHTS",Marc Chagall,French,Male,1887,1985,1941,1948,Prints & Illustrated Books
It's a Man's Man's Man's World,Residents,American,Other/Unknown,1972,,1984,1984,Film
Standing Girl (Stehendes Mädchen),Wilhelm Lehmbruck,German,Male,1881,1919,1915,1915,Drawings
Marina from AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),Jordi Secall Roure,Spanish,Male,1932,2010,1973,1973,Prints & Illustrated Books
"DRAGON (plate, folio 20) from THE SCOTTISH BESTIARY",Adrian Wiszniewski,British,Male,1958,,1986,1986,Prints & Illustrated Books
Untitled from Kartinki-Voina russkikh s nemtsami (Russia's War with the Germans in Pictures),Unknown,,Other/Unknown,,,1914,1914,Prints & Illustrated Books
The Black Power Mixtape,Göran Olsson,Swedish,Male,1965,,1967,1975,Film
"PALACE AND CANAL, plate XX (folio 32) from VOYAGE À VENISE",André Masson,French,Male,1896,1987,1951,1952,Prints & Illustrated Books
Sainte Sébastienne,Louise Bourgeois,American,Female,1911,2010,1992,1992,Prints & Illustrated Books
Plate (page 39) from À POÈMES ROMPUS,Jacques Villon,French,Male,1875,1963,1960,1960,Prints & Illustrated Books
Pagosa Springs from Copper Series,Frank Stella,American,Male,1936,,1970,1970,Prints & Illustrated Books
Plate from Un Poème dans chaque livre,André Beaudin,French,Male,1895,1975,1956,1956,Prints & Illustrated Books
"Urban Proposal with Multi Thin-Shell Capsules, project (Exterior and interior perspective sketches)",Daniel Grataloup,Swiss,Male,1937,,1970,1970,Architecture & Design
"THE FLIGHT IN THE NUDE, plate LXIX (supplementary suite) from LES ÂMES MORTES",Marc Chagall,French,Male,1887,1985,1923,1948,Prints & Illustrated Books
(Untitled) (Rock form),Man Ray (Emmanuel Radnitzky),American,Male,1890,1976,1930,1930,Photography
Claire Dolan,Lodge Kerrigan,American,Male,1964,,1998,1998,Film
"THE BIG CIG (portfolio, plate 5) from RUSSIAN SAMIZDAT ART",Henry Khudyakov,Russian,Male,1930,,1986,1986,Prints & Illustrated Books
Passe partout from Insicuro Noncurante,Alighiero Boetti,Italian,Male,1940,1994,1966,1975,Prints & Illustrated Books
"Variant of headpiece from page 91 (supplementary suite, plate 33) from DIALOGUES DES COURTISANES",Aristide Maillol,French,Male,1861,1944,1944,1948,Prints & Illustrated Books
Headpiece (page 25) from LES JUIFVES,Léon Zack,French,Male,1892,1980,1948,1948,Prints & Illustrated Books
"First Federal Savings Building Project, Miami, FL, Preliminary sketch of site plan. Scheme B",Ludwig Mies van der Rohe,American,Male,1886,1969,1962,1962,Architecture & Design
Untitled,Yves Tanguy,American,Male,1900,1955,1942,1942,Drawings
"Sunset Park, Brooklyn, New York",Thomas Roma,American,Male,1950,,1991,1991,Photography
Untitled from Study for Twenty-two Constructions from 1967,Fred Sandback,American,Male,1943,2003,1986,1986,Prints & Illustrated Books
Woven Fabric Sample,Anni Albers,American,Female,1899,1994,1951,1951,Architecture & Design
Cigarette 37. New York,Irving Penn,American,Male,1917,2009,1972,1972,Photography
"Just About to Step Into the Bus for the Assembly Center, San Francisco",Dorothea Lange,American,Female,1895,1965,1942,1942,Photography
Vignette (folio 92 verso) from LES AMOURS,Émile Bernard,French,Male,1868,1941,1915,1915,Prints & Illustrated Books
"CARESS ME, MY DARLING!...FEEL HOW MY BREASTS ARE COLD AND FIRM... (plate, facing page 30) from LE JARDIN DES SUPPLICES",Auguste Rodin,French,Male,1840,1917,1902,1902,Prints & Illustrated Books
Ancien couvent des Carmes. Théâtre des massacres de Septembre 1792. Rue de Vaugirard 70,Eugène Atget,French,Male,1857,1927,1900,1900,Photography
"WENLOCK ABBEY, SHROPSHIRE",Alfred Capel Cure,British,Male,1826,1896,1858,1860,Photography
Untitled #175,José Antonio Suárez Londoño,Colombian,Male,1955,,2000,2000,Prints & Illustrated Books
Untitled from Cubes in Color on Color,Sol LeWitt,American,Male,1928,2007,2003,2003,Prints & Illustrated Books
The Forest,Menashe Kadishman,Israeli,Male,1932,2015,1970,1970,Prints & Illustrated Books
Untitled,Jerome Neuner,American,Male,1945,,2002,2002,Drawings
Gham-Bo,Paul Colin,French,Male,1892,1985,1930,1930,Architecture & Design
"Josef Esters House, Krefeld, Germany, Site plan with garden and driveway. House and garden wall. Partial elevation.",Ludwig Mies van der Rohe,American,Male,1886,1969,1927,1930,Architecture & Design
Château de Bagatelle,Eugène Atget,French,Male,1857,1927,1913,1913,Photography
"Untitled from ""Eurana Park, Weatherly, Pennsylvania""",Judith Joy Ross,American,Female,1946,,1982,1982,Photography
In-text plate (page 6) from TAGEBÜCHER,Antonio Saura,Spanish,Male,1930,1998,1988,1988,Prints & Illustrated Books
"Flyer for Aktual Art International, San Francisco Museum of Art, May 2–21, 1967",Jeff Berner,,Male,,,1967,1967,Fluxus Collection
Untitled,Florence Henri,Swiss,Female,1893,1982,1931,1931,Photography
Dying Light (Auslöschendes Licht) for the illustrated book Das Kestnerbuch (The Kestner Book),Paul Klee,German,Male,1879,1940,1919,1919,Prints & Illustrated Books
Salt Shakers,Unknown,American,Other/Unknown,,,1946,1946,Architecture & Design
Terminal City,Roy Arden,Canadian,Male,1957,,1999,1999,Photography
"""Elchim"" Electric Vacuum Cleaner Brush",Giuseppe de Goetzen,Italian,Male,1921,,1953,1953,Architecture & Design
Japan Relief for Cambodia,Tadanori Yokoo,Japanese,Male,1936,,1993,1993,Architecture & Design
Study for White Sculpture,Ellsworth Kelly,American,Male,1923,2015,1958,1958,Drawings
New Year's Greeting,Leonard Baskin,American,Male,1922,2000,1960,1960,Prints & Illustrated Books
"SLOTH I (facing page 170) from LES SEPT PÉCHÉS CAPITAUX, La Paresse",Marc Chagall,French,Male,1887,1985,1925,1926,Prints & Illustrated Books
Untitled from Program,Jorge Pardo,American,Male,1963,,2012,2012,Prints & Illustrated Books
Lowrider,Luis Jimenez,American,Male,1940,2006,1981,1981,Prints & Illustrated Books
Por el puente de la palabra,Carlos Silva,Argentine,Male,1930,1987,1967,1967,Prints & Illustrated Books
"German People - German Work Exhibit, Berlin, Germany, Ceramics and industrial-porcelain exhibit.",Lilly Reich,German,Female,1885,1947,1934,1934,Architecture & Design
"Wright House and Studio, Oak Park, Illinois (Interior with Navajo rug and runner n.d.)",Frank Lloyd Wright,American,Male,1867,1959,1895,1898,Architecture & Design
"Imperial Post Office, Teschen, Austria (Elevation)",Otto Schönthal,Austrian,Male,1878,1961,1906,1906,Architecture & Design
Tablet Litho 5,Eleanore Mikus,American,Female,1927,2017,1968,1968,Prints & Illustrated Books
"Untitled, plate 4 of 8, from the puritan",Louise Bourgeois,American,Female,1911,2010,1990,1990,Prints & Illustrated Books
Mythical Animals (Animaux fabuleux),Marie Laurencin,French,Female,1883,1956,1920,1920,Prints & Illustrated Books
"THE SEASON WHICH APPROACHES (headpiece, page 23) from CHANSONS POUR ELLE",Aristide Maillol,French,Male,1861,1944,1939,1939,Prints & Illustrated Books
Pairon Talle (Soul of Sand),Sidharth Srinivasan,Indian,Male,1975,,2010,2010,Film
Colored Drawing,Fritz Glarner,American,Male,1899,1972,1963,1963,Prints & Illustrated Books
Equatorial Telescope (West Tower),Paris Observatory,,Other/Unknown,,,1900,1900,Photography
Santa Fe,Lee Friedlander,American,Male,1934,,1995,1995,Photography
Pictorial initial M (page 43) from REVENAR,Max Jiménez,Costa Rican,Male,1908,1949,1936,1936,Prints & Illustrated Books
Costume design for the opera Otello (Othello),Eugene Berman,American,Male,1899,1972,1962,1962,Drawings
Double page plate (folios 4 verso and 5) from DER RHEIN,Anselm Kiefer,German,Male,1945,,1983,1983,Prints & Illustrated Books
Tree Spirit (Baumgeist),Ernst Van Leyden,American,Male,1892,1969,1967,1967,Prints & Illustrated Books
Ornamental initial H and ornament (page 123) from POÈSIES ANTILLAISES,Henri Matisse,French,Male,1869,1954,1946,1972,Prints & Illustrated Books
Untitled from Runaways,Glenn Ligon,American,Male,1960,,1993,1993,Prints & Illustrated Books
Untitled from Kartinki-Voina russkikh s nemtsami (Russia's War with the Germans in Pictures),Unknown,,Other/Unknown,,,1914,1914,Prints & Illustrated Books
"Pizza Guy, New York",Rachel Harrison,American,Female,1966,,2007,2007,Photography
"Mount Clarence King, Kings Canyon National Park, California",Ansel Adams,American,Male,1902,1984,1924,1924,Photography
Passionate Expanse of the Law,Philip Corner,American,Male,1933,,1960,1960,Prints & Illustrated Books
Plate (page 66) from PARALLÈLEMENT,Pierre Bonnard,French,Male,1867,1947,1900,1900,Prints & Illustrated Books
Chair Event,George Brecht,American,Male,1926,2008,1972,1972,Prints & Illustrated Books
Lead Sink For Sebastian. 1970 from Projects by Dennis Oppenheim,Dennis Oppenheim,American,Male,1938,2011,1973,1973,Prints & Illustrated Books
Headpiece (page 13) from LAUS VENERIS,Jacques Villon,French,Male,1875,1963,1956,1956,Prints & Illustrated Books
Dust jacket from EL SOMBRERON,Alfredo Zalce,Mexican,Male,1908,2003,1946,1946,Prints & Illustrated Books
Cover from O NOVYKH SISTEMAKH V ISKUSSTVE (ON NEW SYSTEMS IN ART),Kazimir Malevich,Russian,Male,1878,1935,1919,1919,Prints & Illustrated Books
merci. mercy.,Louise Bourgeois,American,Female,1911,2010,1992,1992,Prints & Illustrated Books
L'eggs Mini Marathon,Tod Papageorge,American,Male,1940,,1979,1979,Photography
Typan sheet from printing the illustrations for the book Prospectus. 1998-2010. Forty-two works by Ben Kinmont,Ben Kinmont,American,Male,1963,,2011,2011,Prints & Illustrated Books
Reclining Chair without Arms (Elevation sketch [similar to MR 110]),Ludwig Mies van der Rohe,American,Male,1886,1969,1926,1946,Architecture & Design
Plate for Untitled (3),Jackson Pollock,American,Male,1912,1956,1944,1944,Prints & Illustrated Books
Plate (folio 15) from A VISION OF THOREAU,Antonio Frasconi,American,Male,1919,2013,1965,1965,Prints & Illustrated Books
Untitled,Patrick Caulfield,British,Male,1936,2005,1973,1973,Prints & Illustrated Books
Double Fountain,Lynda Benglis,American,Female,1941,,2007,2007,Painting & Sculpture
"Aix-en-Provence, France",Harry Callahan,American,Male,1912,1999,1958,1958,Photography
"Wrapper from ONZE PEINTRES: Taeuber, Kandinsky, Leuppi, Vordemberge, Arp, Delaunay, Schwitters, Kiesler, Morris, Magnelli, Ernst",Léo Leuppi,Swiss,Male,1893,1972,1949,1949,Prints & Illustrated Books
"Fama & Fortune Bulletin, no. 5,",Martin Kippenberger,German,Male,1953,1997,1990,1990,Prints & Illustrated Books
Oxygen House Project (Elevation),Douglas Darden,American,Male,1951,1996,1988,1988,Architecture & Design
Untitled,Aleksandr Rodchenko,Russian,Male,1891,1956,1928,1928,Photography
Untitled,Louise Nevelson,American,Female,1899,1988,1963,1963,Prints & Illustrated Books
First Illustration for Scene 2 (plate facing page 26) from Der Mensch ist kein Haustier (Man Is Not a Domestic Animal),Max Beckmann,German,Male,1884,1950,1937,1937,Prints & Illustrated Books
"The Sphinx and Great Pyramid, Gezah",Francis Frith,British,Male,1822,1898,1858,1858,Photography
"Salk Institute for Biological Studies (laboratory, meeting house, and housing), La Jolla, California (Laboratory: elevation of studies)",Louis I. Kahn,American,Male,1901,1974,1962,1962,Architecture & Design
Pension Cadiz from H-Fact: Hospitality/Hostility,Hüseyin Bahri Alptekin,Turkish,Male,1957,2007,2003,2007,Painting & Sculpture
Camp Forestia,Peter Doig,British,Male,1959,,1996,1996,Drawings
The American War,Harrell Fletcher,American,Male,1967,,2005,2005,Photography
Warren Telechron,Ladislav Sutnar,American,Male,1897,1976,1944,1944,Architecture & Design
"Battery Park Apartment Buildings Project, New York, NY (Site plan sketch)",Ludwig Mies van der Rohe,American,Male,1886,1969,1957,1957,Architecture & Design
Autumn Leaf (Study for Hide-and-Seek),Pavel Tchelitchew,American,Male,1898,1957,1939,1939,Drawings
The Story of my Life and Friends as Told by Snapshots from Fourteen On,Unknown,,Other/Unknown,,,1916,1923,Photography
Monaco- Dog Show,Unknown,,Other/Unknown,,,1913,1913,Photography
F-111,James Rosenquist,American,Male,1933,2017,1964,1965,Painting & Sculpture
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park",Bernard Tschumi,,Male,1944,,1976,1977,Architecture & Design
"Death for an Idea (Der Tod für die Idee) (plate, [p. 93]) from Zeit-Echo. Ein Kriegs-Tagebuch der Künstler vol. 1, no. 7 (Jan 1915)",Paul Klee,German,Male,1879,1940,1915,1915,Prints & Illustrated Books
Untitled (Self-Portrait),Mark Morrisroe,American,Male,1959,1989,1979,1979,Photography
Hermit Crab,Candy Kugel,American,Female,1951,,1978,1978,Film
Blue Mill,Robert Moskowitz,American,Male,1935,,1998,1998,Drawings
Washington Arch,John Sloan,American,Male,1871,1951,1923,1923,Prints & Illustrated Books
New City,Dorothy Dehner,American,Female,1901,1994,1953,1953,Drawings
In-text plate (page 17) from Wunderhorn,Max Ernst,French,Male,1891,1976,1970,1970,Prints & Illustrated Books
The Freaks,H. C. Westermann,American,Male,1922,1981,1978,1978,Drawings
"Brazilian Museum of Sculpture, São Paulo, Brazil, floor plan",Paulo Mendes da Rocha,Brazilian,Male,1928,,1988,1988,Architecture & Design
Poster of the French National Railroad,Album-miscellaneous,Various,Other/Unknown,,,1900,1943,Architecture & Design
Moderne Galerie Theatiner-Maffeistr. Max Oppenheimer (Exhibition Poster),Max Oppenheimer (MOPP),American,Male,1885,1954,1911,1911,Architecture & Design
"Albuquerque, New Mexico",Lee Friedlander,American,Male,1934,,1972,1972,Photography
Untitled,Unknown,,Other/Unknown,,,1930,1930,Photography
"Battery Park, New York City",Robert Frank,American,Male,1924,,1954,1955,Photography
Untitled,Sonia Gechtoff,American,Female,1926,2018,1963,1963,Prints & Illustrated Books
"Porte, 7 rue Mazarine",Eugène Atget,French,Male,1857,1927,1911,1911,Photography
Massacre of the Innocents,Jerry Uelsmann,American,Male,1934,,1964,1964,Photography
Sketch for an Equestrian Statue,Ernesto Fontecilla,Chilean,Male,1938,,1967,1967,Drawings
"Spatial City, project, Perspective",Yona Friedman,French,Male,1923,,1958,1959,Architecture & Design
Color separation (1) for Dilapidated Wall (Mur delabré) from the portfolio Spaces and Places (Aires et lieux) from Phenomena (Les Phénomènes),Jean Dubuffet,French,Male,1901,1985,1966,1966,Prints & Illustrated Books
Field Work,Thomas Dolby,British,Male,1958,,1985,1985,Media and Performance Art
Advertisement for Revue encyclopédique Larousse from The Beraldi Album of Theatre Programs,Pierre Bonnard,French,Male,1867,1947,1896,1896,Prints & Illustrated Books
"Sculptural Relief, Orvieto Cathedral",Leopoldo and Guiseppe Alinari,Italian,Other/Unknown,,,1860,1860,Photography
"Fine Arts Center, School, and Performing Arts Theater, Fort Wayne, Indiana (Wall relief)",Louis I. Kahn,American,Male,1901,1974,1959,1973,Architecture & Design
Banner (XI) (Oriflamme (XI)) from Banners (Oriflammes),Jean Dubuffet,French,Male,1901,1985,1984,1984,Prints & Illustrated Books
Exposicion de Grabados de Pintores y Escultures Contemporaneos,Unknown,Indian,Other/Unknown,,,1966,1966,Architecture & Design
Ciclovia Aerea: Inicio,Jarbes Lopes,Brazilian,Male,1964,,2006,2006,Drawings
Young Man in the Sun,Carl Pickhardt,American,Male,1908,2004,1935,1935,Drawings
New York City,Lee Friedlander,American,Male,1934,,1965,1965,Photography
The Silex Beater (La Frappeuse de Silex),Joan Miró,Spanish,Male,1893,1983,1973,1973,Prints & Illustrated Books
Plate from GRAPHICS 160,Dale Rogers,American,Male,,,1955,1955,Prints & Illustrated Books
Purple (3rd) from Red Shift,Carroll Dunham,American,Male,1949,,1987,1988,Prints & Illustrated Books
The Reflection,Agnes Denes,American,Female,1931,,1981,1981,Prints & Illustrated Books
Miniature in Black and White,Anthony McCall,American,Male,1946,,1972,1972,Media and Performance Art
In-text plate (page 45) from L'ÉVANGILE,Léo Marchutz,French,Male,1903,1976,1947,1949,Prints & Illustrated Books
Untitled (8 April 1970),Robert Overby,American,Male,1935,1993,1970,1970,Drawings
A Labyrinth,Friedrich Meckseper,German,Male,,,1967,1967,Prints & Illustrated Books
"Canto XI: Circle Six, The Heretics from the series Thirty-Four Illustrations for Dante's Inferno",Robert Rauschenberg,American,Male,1925,2008,1959,1960,Drawings
Study for Bull V,Roy Lichtenstein,American,Male,1923,1997,1973,1973,Drawings
"TOWER, MARSEILLES, plate VII (page 29) from A BOOK OF TOWERS AND OTHER BUILDINGS OF SOUTHERN EUROPE",Richard Wyndham,British,Male,1896,1948,1928,1928,Prints & Illustrated Books
Headpiece (page 365) from FABLES,Thomas Bewick,British,Male,1753,1828,1818,1818,Prints & Illustrated Books
Katsuobushi no Jidainabida,Tokiyoshi Tsubouchi,Japanese,Male,1946,,1982,1982,Architecture & Design
Drawing for Phytotron: Hydroponic Environment for Plants,Luis Fernando Benedit,Argentine,Male,1937,2011,1972,1972,Drawings
Yellow Head with Red-Blue Striped Nose,Horst Antes,German,Male,1936,,1966,1966,Prints & Illustrated Books
"Neue Wache War Memorial Project, Berlin-Mitte, Germany, Interior perspective. Sketch.",Ludwig Mies van der Rohe,American,Male,1886,1969,1930,1930,Architecture & Design
"Untitled from Flash - November 22, 1963",Andy Warhol,American,Male,1928,1987,1968,1968,Prints & Illustrated Books
Plate (folio 19) from MADRIGAUX,Raoul Dufy,French,Male,1877,1953,1920,1920,Prints & Illustrated Books
Cleanliness Flux Kit,Ken Friedman,American,Male,1939,,1969,1969,Prints & Illustrated Books
Tablet Litho 22,Eleanore Mikus,American,Female,1927,2017,1968,1968,Prints & Illustrated Books
Microscopic Study of a Drop of Water - Magnified Several Hundred Times,Gustav Schenk,German,Male,1905,1969,1954,1954,Photography
"Plate 6 of 11, from the illustrated book, He Disappeared into Complete Silence, second edition",Louise Bourgeois,American,Female,1911,2010,1990,1990,Prints & Illustrated Books
Front cover from Pustynniki; Pustynnitsa. Dve poemy (Hermits; Hermitess: Two Poems),Natalia Goncharova,Russian,Female,1881,1962,1913,1913,Prints & Illustrated Books
Tailpiece (page 112) from Les Chants de Maldoror,Salvador Dalí,Spanish,Male,1904,1989,1934,1934,Prints & Illustrated Books
Self Portraits - Second Published State (The Dartmouth Portraits),Jim Dine,American,Male,1935,,1975,1975,Prints & Illustrated Books
Mr. Bristol's Barn 95,John Szarkowski,American,Male,1925,2007,1994,1994,Photography
JEAN LOUIS ERNEST MEISSONIER (1815-91),Robert J. Bingham,British,Male,1824,1870,1867,1875,Photography
Untitled,Thomas Roma,American,Male,1950,,1974,1980,Photography
Plate (folio 9 verso) from DER MOSAIKELEFANT UND ANDERE GEDICHTE,Bernhard Luginbühl,Swiss,Male,1929,2011,1984,1984,Prints & Illustrated Books
"Plate 14 (in-text plate, folio 17) from Yvette Guilbert",Henri de Toulouse-Lautrec,French,Male,1864,1901,1894,1894,Prints & Illustrated Books
Nosferatu,F.W. Murnau,German,Male,1888,1931,1921,1921,Film
"Plate (folio 58) from Six Geometric Figures and All Their Combinations, Volume II",Sol LeWitt,American,Male,1928,2007,1980,1980,Prints & Illustrated Books
MYTO chair,Konstantin Grcic,German,Male,1965,,2007,2007,Architecture & Design
Untitled,Eugène Atget,French,Male,1857,1927,1898,1899,Photography
"Pottery, Number 9",Evert Lundquist,Swedish,Male,1904,1994,1949,1949,Painting & Sculpture
Memories (Me),Sheng Qi,Chinese,Male,1965,,2000,2000,Photography
Farmer’s Wife from the Sieg Valley,August Sander,German,Male,1876,1964,1930,1930,Photography
Untitled (page from Sump),Jerome Neuner,American,Male,1945,,1994,1994,Photography
"Auto-Destructive Construction, Festival of Misfits, ICA, London, October 23- November 8, 1962",Gustav Metzger,British,Other/Unknown,1926,2017,1962,1962,Prints & Illustrated Books
What's Up?,Harun Farocki,German,Male,1944,2014,1991,1991,Media and Performance Art
"Bravo! (Brabisimo!) (plate 38, folio 38) from Los Caprichos",Francisco de Goya,Spanish,Male,1746,1828,1797,1799,Prints & Illustrated Books
ENCLOSURE (8),Kunihiro Amano,Japanese,Male,,,1965,1965,Prints & Illustrated Books
"The Couple, plate 5 of 7, from the portfolio, La Réparation",Louise Bourgeois,American,Female,1911,2010,2003,2003,Prints & Illustrated Books
Untitled (Picasso),Maurizio Cattelan,Italian,Male,1960,,1998,1998,Drawings
"Fold-out three-page plate (folios 12 verso, through 14) from FOUNTAINHEAD",Kiki Smith,American,Female,1954,,1991,1991,Prints & Illustrated Books
Colophon from Album,Terry Winters,American,Male,1949,,1988,1988,Prints & Illustrated Books
Headpiece (page 143) from POÈME DE L'ANGLE DROIT,Le Corbusier (Charles-Édouard Jeanneret),French,Male,1887,1965,1947,1955,Prints & Illustrated Books
Buying a New Car from the Factory from God Love the Tragic Artist: Meg Cranston on the Life of Marvin Gaye,Meg Cranston,American,Female,1960,,1995,1995,Drawings
In-text plate (page 22) from TAGEBÜCHER,Antonio Saura,Spanish,Male,1930,1998,1988,1988,Prints & Illustrated Books
Love Poems,Marc Chagall,French,Male,1887,1985,1947,1947,Prints & Illustrated Books
Plate (folio 4) from POR EL PUENTE DE LA PALABRA,Carlos Silva,Argentine,Male,1930,1987,1967,1967,Prints & Illustrated Books
Rock Pattern,Akira Miyoshi,Japanese,Male,1919,,1950,1950,Photography
Sonia Delaunay letterhead,Sonia Delaunay-Terk,French,Female,1885,1979,1927,1927,Architecture & Design
"Grand Canyon, Arizona",Eliot Porter,American,Male,1901,1990,1940,1940,Photography
Entrance and Exit Music,George Brecht,American,Male,1926,2008,1964,1964,Prints & Illustrated Books
Sketchbook,John D. Graham,American,Male,1881,1961,1940,1940,Drawings
"Double page plate (supplementary suite, plate 13) from VACILLATIONS",Pierre Alechinsky,Belgian,Male,1927,,1979,1979,Prints & Illustrated Books
Mind the Gap from Disasters of Peace,Diane Victor,South African,Female,1964,,2001,2003,Prints & Illustrated Books
"...ON THE PLAIN OF BAGATELLE WHERE THURDAY'S SCHOOLBOYS PLAY BALL... (plate, facing page 15) from LA RELÊVE DU MATIN",Robert Delaunay,French,Male,1885,1941,1928,1928,Prints & Illustrated Books
Manhole,Joseph Dankowski,American,Male,1932,2010,1969,1971,Photography
Unconcerned Photograph,Man Ray (Emmanuel Radnitzky),American,Male,1890,1976,1959,1959,Photography
Untitled,Unknown,,Other/Unknown,,,1925,1927,Photography
Eleanor Marx,Art Chantry,American,Male,1954,,1984,1984,Architecture & Design
Giorgione Book,Karl Knaths,American,Male,1891,1971,1941,1941,Painting & Sculpture
Untitled from Vanish,Sol LeWitt,American,Male,1928,2007,1994,1994,Prints & Illustrated Books
In-text plate (page 35) from PARALLÈLEMENT,Pierre Bonnard,French,Male,1867,1947,1900,1900,Prints & Illustrated Books
Woman and Bird in Front of the Moon from the Laurels Album,Joan Miró,Spanish,Male,1893,1983,1947,1947,Prints & Illustrated Books
"Sheriff, Wagoner, Oklahoma",Dorothea Lange,American,Female,1895,1965,1937,1937,Photography
In-text plate (folio 6) from Recollections of Childhood,José Luis Cuevas,Mexican,Male,1934,2017,1962,1962,Prints & Illustrated Books
Pictorial initial L (folio 35 verso) from LE BESTIAIRE,Roger Chastel,French,Male,1897,1981,1948,1948,Prints & Illustrated Books
Single-flower vase,Frank Lloyd Wright,American,Male,1867,1959,1898,1898,Architecture & Design
A Glove to be Worn While Examining from Fluxus 1,Alison Knowles,American,Female,1933,,1964,1965,Prints & Illustrated Books
Magnolia Blossom,Imogen Cunningham,American,Female,1883,1976,1925,1925,Photography
Entrance and Exit Music,George Brecht,American,Male,1926,2008,1964,1964,Fluxus Collection
Untitled,Douglas Gordon,Scottish,Male,1966,,2004,2004,Drawings
"Death pulling the soul out of a dead man, 1976 from 25 Years of FUN",Matt Mullican,American,Male,1951,,2015,2015,Prints & Illustrated Books
"Diffuse Life (Vie diffuse) from the portfolio Soil, Earth (Sols, terres) from Phenomena (Les Phénomènes)",Jean Dubuffet,French,Male,1901,1985,1959,1959,Prints & Illustrated Books
In-text plate (page 37) from TÊTE D'OR,Roger de La Fresnaye,French,Male,1885,1925,1911,1950,Prints & Illustrated Books
Untitled,Maryan S. Maryan,American,Male,1927,1977,1967,1967,Prints & Illustrated Books
Scenes from a Supermarket 11,Huguette Franco,French,Female,1944,,1976,1976,Prints & Illustrated Books
Untitled (7-L),Donald Judd,American,Male,1928,1994,1961,1969,Prints & Illustrated Books
Tailpiece (page 176) from POÈMES,Maurice Denis,French,Male,1870,1943,1944,1944,Prints & Illustrated Books
Sketch for the film Dr. Cyclops,Ernst Schoedsack,American,Male,1898,1979,1940,1940,Drawings
Cartridge,Sheila Hicks,American,Female,1934,,1962,1962,Architecture & Design
Untitled (page from Sump),Jerome Neuner,American,Male,1945,,1994,1994,Photography
Untitled,Laura Owens,American,Female,1970,,2003,2003,Drawings
Untitled,Clinton Hill,American,Male,1922,,1974,1974,Prints & Illustrated Books
The Swarm,Louise Bourgeois,American,Female,1911,2010,2009,2009,Prints & Illustrated Books
Couples I,Ida Applebroog,American,Female,1929,,1983,1983,Drawings
Arctic,Ken Price,American,Male,1935,2012,1998,1998,Painting & Sculpture
Moholy Nagy Unpublished Images and Documents,Joe Scorsone,American,Male,1942,,1974,1974,Architecture & Design
"Untitled, no. 3 of 69, from the illustrated book, Album",Louise Bourgeois,American,Female,1911,2010,1994,1994,Prints & Illustrated Books
Independence/Nakba,Fazal Sheikh,American,Male,1965,,2013,2013,Photography
Festons und Dekorative Gruppen,Unknown,,Other/Unknown,,,1893,1893,Photography
Windows,Jan Dibbets,Dutch,Male,1941,,1973,1973,Photography
"Flux-Harpsichord Konzert, Galerie Rene Block, Berlin, September 3, 1976",Peter Moore,American,Male,1932,1993,1976,1976,Fluxus Collection
Upholstery fabric for tubular steel chairs,Gunta Stölzl,Swiss,Female,1897,1983,1928,1928,Architecture & Design
New Imperial Library (Door),Édouard-Denis Baldus,French,Male,1813,1882,1856,1857,Photography
Untitled,Unknown,,Other/Unknown,,,1925,1925,Photography
Two Sisters,Valdemar H. Elenbaas,Dutch,Male,,,1951,1951,Prints & Illustrated Books
"Beth Sholom Synagogue, Elkins Park, Pennsylvania",Frank Lloyd Wright,American,Male,1867,1959,1954,1954,Architecture & Design
"Eight costume designs for the ballet ""FIRE""",Michael Graves,American,Male,1934,2015,1982,1982,Drawings
Poster of the French National Railroad,Album-miscellaneous,Various,Other/Unknown,,,1900,1943,Architecture & Design
